"User" "Activity" "Average_Body_Acceleration_Magnitude" "Std_Dev_Body_Acceleration_Magnitude" "Average_Body_Gyroscopic_Magnitude" "Std_Dev_Body_Gyroscopic_Magnitude"
15 "WALKING_DOWNSTAIRS" 0.320449387166667 0.353204008095238 -0.121686320740476 -0.284249712071429
15 "WALKING_UPSTAIRS" -0.000971394711666667 -0.136552217494583 -0.201217274 -0.288429008639583
16 "LAYING" -0.961834634857143 -0.957895927714286 -0.951777099571429 -0.959020036285714
16 "SITTING" -0.961879680724638 -0.941051236086957 -0.946417382463768 -0.937942404637681
16 "STANDING" -0.969948825128205 -0.95729449448718 -0.972528178205128 -0.964105768461539
16 "WALKING" -0.258766694117647 -0.47180926745098 -0.485931932745098 -0.665078404313725
16 "WALKING_DOWNSTAIRS" 0.191079793587447 0.119183740638298 -0.309820427234043 -0.422315316808511
16 "WALKING_UPSTAIRS" -0.233990331568627 -0.334795080196078 -0.308260568039216 -0.518189646470588
17 "LAYING" -0.953021411126761 -0.948257993521127 -0.960733121690141 -0.959325498732394
17 "SITTING" -0.97274734640625 -0.96506519109375 -0.967177744375 -0.97541025484375
17 "STANDING" -0.977635981410256 -0.975377309871795 -0.978184576538462 -0.977680837435897
17 "WALKING" -0.151151487704918 -0.461837866885246 -0.335009836885246 -0.522494763606557
17 "WALKING_DOWNSTAIRS" 0.148951103536087 0.0914076757326087 -0.232641763307609 -0.352687281086957
17 "WALKING_UPSTAIRS" -0.0128062276916667 -0.1028777303875 -0.235191249091667 -0.440837260125
18 "LAYING" -0.986456241538462 -0.986464542615385 -0.980740846769231 -0.980560877846154
18 "SITTING" -0.983674151754386 -0.981595285964912 -0.977634992105263 -0.981372675614035
18 "STANDING" -0.972607495342466 -0.972285545479452 -0.963006793150685 -0.959797118082192
18 "WALKING" -0.287908078035714 -0.460346465357143 -0.500471147857143 -0.60851009125
18 "WALKING_DOWNSTAIRS" -0.293531973636364 -0.229934247036364 -0.381022814727273 -0.507995478327273
18 "WALKING_UPSTAIRS" -0.279146312758621 -0.37184157 -0.3691086 -0.528058134137931
19 "LAYING" -0.96626080686747 -0.963193489036145 -0.953263432771084 -0.955906646506024
19 "SITTING" -0.962074065616438 -0.951755657260274 -0.942229043835616 -0.950491807945205
19 "STANDING" -0.960505683561644 -0.962549342465753 -0.94174504109589 -0.937951031506849
19 "WALKING" 0.0648173438653846 -0.0993927171359615 0.100045071430769 -0.0218463165461538
19 "WALKING_DOWNSTAIRS" 0.644604325128205 0.413472376589744 0.418004608615385 0.237821231894872
19 "WALKING_UPSTAIRS" 0.01738119347275 -0.177666828025 -0.06161577145 -0.26440144275
20 "LAYING" -0.960743126176471 -0.939489444558824 -0.9604473725 -0.962153597941176
20 "SITTING" -0.952738043030303 -0.937764028181818 -0.939574435606061 -0.941069909848485
20 "STANDING" -0.92240685739726 -0.910672094794521 -0.883675028630137 -0.843683410273973
20 "WALKING" 0.039402280578902 -0.156930391921569 0.0686275147882353 -0.0367853189588235
20 "WALKING_DOWNSTAIRS" 0.221851587933333 0.172636361444444 0.0938419436933333 -0.0305762438706667
20 "WALKING_UPSTAIRS" 0.00872502461176471 -0.198269718823529 0.0223302538235294 -0.253929985803922
21 "LAYING" -0.952596583222222 -0.942186431444444 -0.949278890222222 -0.949289148
21 "SITTING" -0.974734999411765 -0.971994251294118 -0.964971113764706 -0.971225061647059
21 "STANDING" -0.958774298089888 -0.956919898202247 -0.949837151797753 -0.945614401797753
21 "WALKING" -0.123455661519231 -0.299709752173077 -0.284775644807692 -0.408304434423077
21 "WALKING_DOWNSTAIRS" 0.245771699004444 0.264341903711111 -0.184850019535556 -0.388420328666667
21 "WALKING_UPSTAIRS" -0.0810453188106383 -0.278474283829787 -0.168982721146809 -0.420236002514894
22 "LAYING" -0.934993799305556 -0.909407761152778 -0.926616373333333 -0.923911565972222
22 "SITTING" -0.942167353870968 -0.924336184035484 -0.942077432741935 -0.933268487096774
22 "STANDING" -0.954807661269841 -0.939866315079365 -0.931624303968254 -0.900776555555556
22 "WALKING" 0.0722419121669565 -0.161591787478261 -0.210608043717391 -0.390775683913043
22 "WALKING_DOWNSTAIRS" 0.330999221944444 0.133267478527222 -0.161333309783333 -0.263921983758333
22 "WALKING_UPSTAIRS" 0.210282608333333 -0.158757474833333 -0.1280319236 -0.2025581772
23 "LAYING" -0.962959196805556 -0.957871990555555 -0.949418000972222 -0.957227585972222
23 "SITTING" -0.944080772941176 -0.924963263235294 -0.936593426911765 -0.937006097352941
23 "STANDING" -0.957212267058824 -0.9516698575 -0.938430293382353 -0.923796565588235
23 "WALKING" -0.0988770198220339 -0.209989354570847 -0.0120968259523729 0.163346451623729
23 "WALKING_DOWNSTAIRS" 0.127211137694444 0.230363964351852 0.0390915481555556 0.0539972903222222
23 "WALKING_UPSTAIRS" -0.0117536873784314 -0.271893714117647 -0.156527148792745 -0.366732989313725
24 "LAYING" -0.9718540425 -0.969354834166667 -0.953791512638889 -0.957829934722222
24 "SITTING" -0.968979156470588 -0.963779683235294 -0.964633252352941 -0.969257162647059
24 "STANDING" -0.950061017681159 -0.94790101173913 -0.954518594057971 -0.95310477884058
24 "WALKING" -0.299983613965517 -0.48106401862069 -0.403064156896552 -0.563863212586207
24 "WALKING_DOWNSTAIRS" -0.0737699163072727 -0.0224839122854545 -0.304965806363636 -0.3636948774
24 "WALKING_UPSTAIRS" -0.226402822033898 -0.30685447 -0.33443583979661 -0.503929060169492
25 "LAYING" -0.56047777609589 -0.649254767945205 -0.809688545342466 -0.856017369726027
25 "SITTING" -0.970409337076923 -0.960003414461538 -0.966568718615385 -0.970639125692308
25 "STANDING" -0.972663592162162 -0.968075629324324 -0.967077442837838 -0.959884274324324
25 "WALKING" -0.40528943 -0.565601466081081 -0.394362401351351 -0.489809386081081
25 "WALKING_DOWNSTAIRS" -0.22010859462069 -0.259465249913793 -0.216082565601724 -0.38216092137931
25 "WALKING_UPSTAIRS" -0.305772199076923 -0.480006649846154 -0.3186346998 -0.387754116158462
26 "LAYING" -0.976785042368421 -0.964355190394737 -0.951863594736842 -0.965676821973684
26 "SITTING" -0.953079994102564 -0.933602783410256 -0.954052945897436 -0.964742022307692
26 "STANDING" -0.968511694324324 -0.962697299189189 -0.968673955540541 -0.962653585540541
26 "WALKING" -0.223399171830508 -0.421848313898305 -0.392092024067797 -0.538329286101695
26 "WALKING_DOWNSTAIRS" 0.114379383742 0.14700167906 -0.23531462282 -0.296158291686
26 "WALKING_UPSTAIRS" -0.142874499381818 -0.1507071068 -0.344427047636364 -0.514032410181818
27 "LAYING" -0.982091652162162 -0.978920176216216 -0.966917594459459 -0.971915732837838
27 "SITTING" -0.979481668857143 -0.969526674714286 -0.963565474 -0.970782132714286
27 "STANDING" -0.972753287375 -0.9663601145 -0.968702956625 -0.965693334
27 "WALKING" -0.238853875263158 -0.407355787017544 -0.396638753684211 -0.482452355789474
27 "WALKING_DOWNSTAIRS" 0.108071382861364 0.121176277863636 -0.164783206536364 -0.307952089840909
27 "WALKING_UPSTAIRS" -0.160589355980392 -0.37994878627451 -0.286145719598039 -0.501775426447059
28 "LAYING" -0.95811223025 -0.9545740295 -0.93710692125 -0.928940913375
28 "SITTING" -0.955789708611111 -0.947782703333333 -0.955175567083333 -0.951065984027778
28 "STANDING" -0.92547165164557 -0.917658334177215 -0.894242469620253 -0.876917545696203
28 "WALKING" -0.1806660203 -0.39269402 -0.310775945814815 -0.460511661296296
28 "WALKING_DOWNSTAIRS" 0.104359216580435 0.135465563932609 -0.068246324026087 -0.22448414468913
28 "WALKING_UPSTAIRS" -0.186240503960784 -0.211928666470588 -0.263415282690196 -0.476923344705882
29 "LAYING" -0.986493196666667 -0.981572147681159 -0.971923623043478 -0.977040093043478
29 "SITTING" -0.978017021833333 -0.9692903165 -0.962377332166667 -0.971578024666667
29 "STANDING" -0.984745318923077 -0.981745712923077 -0.980657340461539 -0.975358665384615
29 "WALKING" -0.0955213393716981 -0.262695063584906 -0.28057326754717 -0.358814096603774
29 "WALKING_DOWNSTAIRS" 0.103705165666667 0.1344811501875 -0.122968108816667 -0.26740979843125
29 "WALKING_UPSTAIRS" 0.00834360271428571 -0.0414696051693878 0.0439627677608163 -0.0800476153673469
30 "LAYING" -0.969829984285714 -0.960167907285714 -0.962284921142857 -0.951264441
30 "SITTING" -0.957487221451613 -0.942901466612903 -0.955847323870968 -0.960641288225806
30 "STANDING" -0.930573574915254 -0.916570441355932 -0.913890564915254 -0.887247636779661
30 "WALKING" -0.195140032969231 -0.359873411538462 -0.0229640797463077 -0.266845731292308
30 "WALKING_DOWNSTAIRS" -0.0373901122469355 -0.0135771208822581 -0.095537320533871 -0.208267542032258
30 "WALKING_UPSTAIRS" -0.137627857227385 -0.327410815861538 -0.113608367276923 -0.169293534323077
